Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min
60344,80,6,28315,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,423.8036376,70.63393961,28315.0,0.0,28315.0,28315.0
60354,80,6,28466,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,421.5555399,70.25925666,28466.0,0.0,28466.0,28466.0
50350,443,6,101027175,14,12,1029.0,991.0,460.0,0.0,73.5,150.0403792,456.0,0.0,82.58333333,132.1083979,19.99462026,0.257356498,4041087.0,13900000.0,58500000.0,1.0
46939,53,17,330,2,2,74.0,198.0,37.0,37.0,37.0,0.0,99.0,99.0,99.0,0.0,824242.4242,12121.21212,110.0,187.9281778,327.0,1.0
65191,53,17,221,2,2,74.0,106.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,814479.638,18099.54751,73.66666667,87.11677986,171.0,3.0
26091,53,17,302,2,2,70.0,460.0,35.0,35.0,35.0,0.0,230.0,230.0,230.0,0.0,1754966.887,13245.03311,100.6666667,133.0613893,252.0,2.0
9278,53,17,283,2,2,70.0,460.0,35.0,35.0,35.0,0.0,230.0,230.0,230.0,0.0,1872791.519,14134.27562,94.33333333,156.461923,275.0,4.0
61116,53,17,166,2,2,70.0,302.0,35.0,35.0,35.0,0.0,151.0,151.0,151.0,0.0,2240963.855,24096.38554,55.33333333,90.64950818,160.0,2.0
49854,53,17,275,2,2,80.0,290.0,40.0,40.0,40.0,0.0,145.0,145.0,145.0,0.0,1345454.545,14545.45455,91.66666667,152.7099647,268.0,3.0
2022,53,17,266,2,2,80.0,326.0,40.0,40.0,40.0,0.0,163.0,163.0,163.0,0.0,1526315.789,15037.59398,88.66666667,150.9779233,263.0,1.0
54866,53,17,102033,2,2,64.0,196.0,32.0,32.0,32.0,0.0,98.0,98.0,98.0,0.0,2548.195192,39.20300295,34011.0,58898.38792,102021.0,1.0
50390,53,17,51453,2,2,64.0,204.0,32.0,32.0,32.0,0.0,102.0,102.0,102.0,0.0,5208.637009,77.74085087,17151.0,29701.20725,51447.0,3.0
37335,53,17,1140,2,2,72.0,246.0,36.0,36.0,36.0,0.0,123.0,123.0,123.0,0.0,278947.3684,3508.77193,380.0,644.3353164,1124.0,4.0
57626,53,17,293,2,2,72.0,328.0,36.0,36.0,36.0,0.0,164.0,164.0,164.0,0.0,1365187.713,13651.87713,97.66666667,163.9674764,287.0,3.0
38354,22,6,1333970,41,42,2664.0,6954.0,456.0,0.0,64.97560976,109.864573,976.0,0.0,165.5714286,320.4037958,7210.057198,62.22028981,16267.92683,105806.9064,951360.0,1.0
38354,22,6,187,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10695.18717,187.0,0.0,187.0,187.0
38364,22,6,1335604,41,42,2728.0,6634.0,456.0,0.0,66.53658537,110.1299454,976.0,0.0,157.952381,319.1214275,7009.562715,62.14416848,16287.85366,106029.4368,955480.0,0.0
38364,22,6,111,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18018.01802,111.0,0.0,111.0,111.0
41936,443,6,143347,47,60,1325.0,108751.0,570.0,0.0,28.19148936,110.2697559,2896.0,0.0,1812.516667,822.0897409,767898.8748,746.4404557,1352.330189,5067.810221,23061.0,1.0
41944,443,6,143899,46,58,1325.0,110185.0,570.0,0.0,28.80434783,111.4072847,4344.0,0.0,1899.741379,942.9987732,774918.5192,722.7291364,1397.07767,5193.055313,23360.0,1.0
41942,443,6,142605,45,58,1325.0,108751.0,570.0,0.0,29.44444444,112.5805884,4344.0,0.0,1875.017241,973.725897,771894.3936,722.274815,1398.088235,5168.857742,23218.0,2.0
41940,443,6,142499,46,53,1313.0,100063.0,570.0,0.0,28.54347826,111.4687214,4344.0,0.0,1887.981132,961.4692781,711415.5187,694.7417175,1454.071429,5309.869504,23849.0,1.0
41938,443,6,23828,27,31,162.0,59368.0,6.0,6.0,6.0,0.0,2896.0,0.0,1915.096774,783.0897503,2498321.303,2434.11113,418.0350877,2482.025641,18821.0,0.0
41946,443,6,119090,23,28,1169.0,45025.0,570.0,0.0,50.82608696,156.1373673,2896.0,0.0,1608.035714,902.027366,387891.5106,428.2475439,2381.8,6806.153122,23148.0,2.0
41946,443,6,23841,26,31,156.0,59368.0,6.0,6.0,6.0,0.0,4344.0,0.0,1915.096774,867.7613864,2496707.353,2390.83931,425.7321429,2505.018203,18831.0,1.0
41950,443,6,199037,47,63,1325.0,100049.0,570.0,0.0,28.19148936,110.2697559,2896.0,0.0,1588.079365,717.6696226,509322.3873,552.661063,1826.027523,7265.55705,56205.0,0.0
41948,443,6,142923,46,60,1307.0,95705.0,570.0,0.0,28.41304348,111.499193,2896.0,0.0,1595.083333,684.9206633,678771.0865,741.6580956,1361.171429,5126.950789,23762.0,0.0
41956,443,6,446800,23,28,1169.0,43577.0,570.0,0.0,50.82608696,156.1373673,2896.0,0.0,1556.321429,951.6832282,100147.7171,114.1450313,8936.0,38838.58757,267852.0,1.0
41954,443,6,141851,47,55,1325.0,98601.0,570.0,0.0,28.19148936,110.2697559,4344.0,0.0,1792.745455,917.957661,704443.3948,719.0643704,1404.465347,5197.681086,23292.0,0.0
41952,443,6,145376,51,60,1331.0,110185.0,570.0,0.0,26.09803922,106.0175938,4344.0,0.0,1836.416667,874.1511193,767086.7268,763.5373101,1321.6,5012.191246,23463.0,1.0
41958,443,6,142904,47,56,1313.0,104393.0,570.0,0.0,27.93617021,110.3290344,4344.0,0.0,1864.160714,898.8648958,739699.3786,720.7635895,1401.019608,5170.506395,23140.0,1.0
41964,443,6,142508,50,59,1331.0,104393.0,570.0,0.0,26.62,107.0277267,2896.0,0.0,1769.372881,804.7193749,741881.1575,764.8693407,1319.518519,5030.679662,23584.0,1.0
41962,443,6,142561,48,59,1319.0,110185.0,570.0,0.0,27.47916667,109.1949242,4344.0,0.0,1867.542373,889.0918715,782149.3957,750.5559024,1344.915094,5060.556533,23171.0,0.0
41960,443,6,142389,52,60,1337.0,110185.0,570.0,0.0,25.71153846,105.010053,2896.0,0.0,1836.416667,832.505536,783220.614,786.5776148,1282.783784,4960.836844,23286.0,1.0
41970,443,6,142403,45,58,1319.0,103922.0,570.0,0.0,29.31111111,112.6125341,4344.0,0.0,1791.758621,912.9122728,739036.3967,723.2993687,1396.107843,5167.892471,23065.0,1.0
41968,443,6,142089,45,55,1313.0,104393.0,570.0,0.0,29.17777778,112.6443092,4344.0,0.0,1898.054545,955.3575328,743942.1771,703.7842479,1435.242424,5235.340188,23062.0,1.0
41966,443,6,142098,49,58,1325.0,104393.0,570.0,0.0,27.04081633,108.0950506,2896.0,0.0,1799.87931,822.5761859,743979.5071,753.0014497,1340.54717,5074.961667,23200.0,1.0
41976,443,6,128912,21,26,1169.0,43577.0,570.0,0.0,55.66666667,162.8920911,2896.0,0.0,1676.038462,968.0996842,347105.0019,364.5897977,2802.434783,7805.472794,31356.0,1.0
41974,443,6,143215,50,61,1337.0,110185.0,570.0,0.0,26.74,107.0006313,4344.0,0.0,1806.311475,858.3705793,778703.3481,775.0584785,1301.954545,4974.84197,23242.0,1.0
41972,443,6,185921,48,58,1337.0,105841.0,570.0,0.0,27.85416667,109.1083766,4344.0,0.0,1824.844828,956.8748071,576470.6515,570.1346271,1770.67619,6585.672561,44284.0,1.0
41978,443,6,131198,29,50,1169.0,92809.0,570.0,0.0,40.31034483,139.9780859,4344.0,0.0,1856.18,921.5378383,716306.651,602.1433254,1682.025641,5587.656726,24101.0,0.0
41980,443,6,187746,48,64,1331.0,100049.0,570.0,0.0,27.72916667,109.1373797,4344.0,0.0,1563.265625,739.1078973,539984.8732,596.5506589,1691.405405,6454.641398,44827.0,0.0
41984,443,6,188450,47,59,1325.0,100049.0,570.0,0.0,28.19148936,110.2697559,2896.0,0.0,1695.745763,808.7324819,537935.792,562.4834174,1794.761905,6733.367527,46328.0,1.0
41982,443,6,300724,49,65,1325.0,102959.0,570.0,0.0,27.04081633,108.0950506,2896.0,0.0,1583.984615,751.2528389,346776.4462,379.0851412,2661.274336,11511.58013,93217.0,0.0
41990,443,6,195652,49,60,1343.0,105841.0,570.0,0.0,27.40816327,108.0109791,2896.0,0.0,1764.016667,842.2550138,547829.8203,557.1116063,1811.592593,7080.294859,53333.0,1.0
41988,443,6,143173,51,58,1337.0,104393.0,570.0,0.0,26.21568627,105.9913796,2896.0,0.0,1799.87931,822.5761859,738477.2269,761.3167287,1325.675926,5048.135869,23638.0,1.0
41986,443,6,142748,47,57,1325.0,108751.0,570.0,0.0,28.19148936,110.2697559,4344.0,0.0,1907.912281,909.4137492,771121.1365,728.5566173,1385.902913,5168.157484,23329.0,1.0
41992,443,6,142235,47,57,1319.0,101497.0,570.0,0.0,28.06382979,110.2994746,4344.0,0.0,1780.649123,861.2578942,722860.0555,731.1843077,1380.92233,5136.347739,23155.0,2.0
41998,443,6,152597,42,51,1283.0,95705.0,570.0,0.0,30.54761905,116.5816373,4344.0,0.0,1876.568627,968.15082,635582.613,609.4484164,1658.663043,5994.383936,33492.0,2.0
41996,443,6,142263,47,58,1331.0,104393.0,570.0,0.0,28.31914894,110.239878,4344.0,0.0,1799.87931,866.1409487,743158.7974,738.0696316,1367.913462,5131.621368,23191.0,0.0
41994,443,6,142478,49,57,1325.0,104393.0,570.0,0.0,27.04081633,108.0950506,2896.0,0.0,1831.45614,839.483346,741995.2554,743.9745083,1356.933333,5113.686675,23402.0,2.0
42006,443,6,125417,29,55,1169.0,98601.0,570.0,0.0,40.31034483,139.9780859,4344.0,0.0,1792.745455,874.6373898,795506.1913,669.7656618,1511.048193,5384.793514,23215.0,0.0
42004,443,6,188411,43,59,1313.0,105841.0,570.0,0.0,30.53488372,115.1109917,4344.0,0.0,1793.915254,1014.181856,568724.756,541.3696653,1865.455446,6809.690942,45552.0,0.0
42002,443,6,141785,44,55,1313.0,93786.0,570.0,0.0,29.84090909,113.8577127,2896.0,0.0,1705.2,792.8637593,670726.8047,698.2402934,1446.785714,5267.632333,23051.0,1.0
42000,443,6,155181,78,106,1457.0,215903.0,570.0,0.0,18.67948718,86.05819438,4344.0,0.0,2036.820755,908.0408088,1400686.94,1185.712168,847.9836066,3831.64699,24081.0,0.0
42014,443,6,200946,47,56,1325.0,100049.0,570.0,0.0,28.19148936,110.2697559,2896.0,0.0,1786.589286,867.873237,504483.7917,512.5755178,1970.058824,7689.718094,58772.0,1.0
42012,443,6,142298,45,55,1301.0,104393.0,570.0,0.0,28.91111111,112.7073488,4344.0,0.0,1898.054545,955.3575328,742765.1829,702.7505657,1437.353535,5230.061348,23124.0,1.0
42010,443,6,196861,44,58,1319.0,105841.0,570.0,0.0,29.97727273,113.8247303,4344.0,0.0,1824.844828,917.6278304,544343.4708,518.132083,1949.118812,7331.503092,53463.0,1.0
42008,443,6,197144,45,56,1313.0,100049.0,570.0,0.0,29.17777778,112.6443092,4344.0,0.0,1786.589286,910.740214,514152.0919,512.3158706,1971.44,7503.869585,55285.0,1.0
42016,443,6,142230,53,61,1343.0,110185.0,570.0,0.0,25.33962264,104.0306803,2896.0,0.0,1806.311475,816.6455278,784138.3674,801.5186669,1258.672566,4920.129921,23192.0,1.0
42020,443,6,143922,46,59,1313.0,110185.0,570.0,0.0,28.54347826,111.4687214,4344.0,0.0,1867.542373,928.8619348,774711.302,729.561846,1383.865385,5113.410947,23204.0,1.0
